;Marca;Preco;Preco Boleto
406;Placa de Video Gigabyte GeForce RTX 3060 Vision OC 12GB GDDR6 192-bit, GV-N3060VISION OC-12GD;0;0
407;Placa de Video Galax GeForce RTX 3090 24Gb GDDR6X Hof Limited Edition 384-bit, 39NXM5MD3BLE;0;0
408;Placa de Video Asrock Radeon RX 6700 XT 12GB GDDR6 192-bit, 90-GA2WZZ-00UANF;0;0
409;Placa de Video Asrock Radeon RX 6700 XT Challenger 12GB GDDR6 192-bit, 90-GA2KZZ-00UANF;0;0
410;Placa De Video Duex Geforce GT 610 2GB DDR3 64Bit, DX GT610LP-2GD3;0;0
411;Placa De Video Duex Geforce GT 1030 2Gb DDR5 128Bit, DX GT1030-2GD5;0;0
412;Placa de Video PNY Geforce RTX 3060 12GB GDDR6 XLR8 Revel Epic-X RGB 192-Bit, VCG306012DFXPPB;0;0
413;Placa de Video Sapphire Pulse Radeon RX 6700 XT 12GB GDDR6 192-bit, 11306-02-20G;0;0
414;Placa de Video Sapphire Radeon RX 6900 XT 16GB GDDR6 Nitro 256-bit, 11308-01-20G;0;0
415;Placa de Video Sapphire Radeon RX 6700 XT 12GB GDDR6 192-bit, 21306-01-20G;0;0
416;Placa de Video Sapphire Radeon RX 6700 XT 12GB GDDR6 Nitro 192-bit, 11306-01-20G;0;0
417;Placa de Video PCYES Radeon RX 550 4GB GDDR5 128-bits, PJRX550R5SF;0;0
418;Placa de Video Asus Radeon RX 6700 XT GDDR6 12GB 192-bit, RX6700XT-12G;0;0
419;Placa de Video Asus GeForce RTX 3060 12GB GDDR6 Dual 192-bit, DUAL-RTX3060-12G;0;0
420;Placa de Video Asus GeForce RTX 3060 OC 12GB GDDR6 Dual 192-bit, DUAL-RTX3060-O12G;0;0
421;Placa de Video PNY GeForce RTX 2060 6GB GDDR6 192-bit, GMR2061N3J6ET1KTM-OEM;0;0
422;Placa de Video Galax GeForce RTX 3060 1-Click OC, LHR, 12GB, GDDR6, 192-bit, 36NOL7MD1VOC;0;0
423;Placa de Video Asus Radeon RX 6700 XT 12GB Dual 192bit, DUAL-RX6700XT-12G;0;0
424;Placa de Video Asus Radeon RX 6700 XT 12GB GDDR6 TUF Gaming OC 192-bit, TUF-RX6700XT-O12G-GAMING;0;0
425;Placa de Video Asus Radeon RX 6700 XT 12GB GDDR6 ROG Strix OC 192-bit, ROG-STRIX-RX6700XT-O12G-GAMING;0;0
426;Placa de Video Asus GeForce RTX 3070 8GB GDDR6 EKWB 256-bit, RTX3070-8G-EK;0;0
427;Placa de Video Asus GeForce RTX 3060 12GB GDDR6 TUF Gaming OC 192-bit, TUF-RTX3060-O12G-GAMING;0;0
428;Placa de Video Asus GeForce RTX 3060 12GB GDDR6 ROG Strix OC 192-bit, ROG-STRIX-RTX3060-O12G-GAMING;0;0
429;Placa de Video Asus GeForce RTX 3060 Ti 8GB GDDR6 KO 256-bit, KO-RTX3060TI-8G-GAMING;0;0
430;Placa de Video Asus GeForce RTX 3060 Ti 8GB GDDR6 ROG Strix 256-bit, ROG-STRIX-RTX3060TI-8G-GAMING;0;0
431;Placa de Video Asus GeForce RTX 2060 Dual 6GB GDDR6 192-bit, DUAL-RTX2060-6G-EVO;0;0
432;Placa de Video Gigabyte Radeon RX 6800 Aorus Master 16GB GDDR6 2‎56-bit, GV-R68AORUS M-16GD;0;0
433;Placa de Video Gigabyte Radeon RX 6900 XT Gaming OC 16GB GDDR6 2‎56-bit, GV-R69XTGAMING OC-16GD;0;0
434;Placa de Video Gigabyte GeForce RTX 3060 Ti Vision OC 8GB GDDR6 256-bit, GV-N306TVISION OC-8GD;0;0
435;Placa de Video Gigabyte GeForce RTX 3080 Aorus Xtreme Waterforce 10GB GDDR6X 320-bit, GV-N3080AORUSX W-10GD;0;0
436;Placa de Video Gigabyte Radeon RX 6800 XT Aorus Master 16GB GDDR6 2‎56-bit, GV-R68XTAORUS M-16GC;0;0
437;Placa de Video Gigabyte Radeon RX 6800 XT Gaming OC 16GB GDDR6 2‎56-bit, GV-R68XTGAMING OC-16GD;0;0
438;Placa de Video Gigabyte Radeon RX 6800 Gaming OC 16GB GDDR6 2‎56-bit, GV-R68GAMING OC-16GD;0;0
439;Placa de Video PowerColor Radeon RX 6900 XT 16GB Red Devil 256-bit, AXRX 6900XT 16GBD6-3DHE/OC;0;0
440;Placa de Video PowerColor Radeon RX 6800 XT 16GB Red Devil 256-bit, AXRX 6800XT 16GBD6-3DHE/OC;0;0
441;Placa de Video PNY GeForce GTX 1650 4GB GDDR6 128-bit, GMX1650N3J4FP2AKTP;0;0
442;Placa de Vídeo Mancer GeForce GTX 1050Ti 4GB GDDR5 128Bit, MCR-1050T14GD5-V1;0;0
443;Placa de Vídeo Mancer GeForce GT 1030 2GB GDDR5 64Bit, MCR-1030GD5-V1;0;0
444;Placa de Vídeo Mancer GeForce GT 710 2GB GDDR3 64Bit, MCR-7102GD3-V1;0;0
445;Placa de Vídeo Mancer GeForce GT610 2GB GDDR3 64Bit, MCR-6102GD3-V1;0;0
446;Placa de Video PcYes GeForce GTX 1650 4GB GDDR6 192-bit, PA1650412820DR6;0;0
447;Placa de Video AsRock Radeon RX 6800 16GB Phantom Gaming OC Edition GDDR6 2‎56-bit, 90-GA2AZZ-00UANF;0;0
448;Placa de Video Gigabyte GeForce RTX 3090 Aorus Xtreme Waterforce 24GB GDDR6X 384-bit, GV-N3090AORUSX W-24GD;0;0
449;Placa de Video Asus Radeon RX 6900 XT 16GB GDDR6 TUF Gaming 2‎56-bit, TUF-RX6900XT-O16G-GAMING;0;0
450;Placa de Video Asus GeForce RTX 3060 Ti 8GB GDDR6 TUF Gaming 256-bit, TUF-RTX3060TI-8G-GAMING;0;0
451;Placa de Video Galax GeForce RTX 3070 8GB GDDR6 1-Click OC 256-bit, 37NSL6MD2KOC;0;0
452;Placa de Video Afox Radeon RX 550 4GB GDDR5 128-bit, AFRX550-4096D5H4-V4;0;0
453;Placa de Video AsRock Radeon RX 6900 XT 16GB Phantom Gaming OC Edition GDDR6 2‎56-bit, 90-GA2DZZ-00UANF;0;0
454;Placa de Video Sapphire Radeon RX 6800 XT SE 16GB GDDR6 Nitro+ OC 256-bit, 11304-01-20G;0;0
455;Placa de Video Afox GeForce GTX 1050TI 4GB GDDR5 128-bit, AF1050TI-4096D5H2;0;0
456;Placa de Video Asus Radeon RX 6800 XT 16GB GDDR6 OC ROG Strix LC 2‎56-bit, ROG-STRIX-LC-RX6800XT-O16G-GAMING;0;0
457;Placa de Video Asus GeForce RTX 3090 24GB GDDR6X ROG Strix White Edition OC 384-bit, ROG-STRIX-RTX3090-O24G-WHITE;0;0
458;Placa de Video Asus Radeon RX 6800 OC 16GB TUF Gaming GDDR6 2‎56-bit, TUF-RX6800-O16G-GAMING;0;0
459;Placa de Video Asus GeForce RTX 3080 10GB GDDR6X ROG Strix White Edition OC 320-bit, ROG-STRIX-RTX3080-O10G-WHITE;0;0
460;Placa de Video Asus Radeon RX 6900 XT 16GB GDDR6 2‎56-bit, RX6900XT-16G;0;0
461;Placa de Video Asus GeForce RTX 3070 8GB GDDR6 ROG Strix White Edition OC 256-bit, ROG-STRIX-RTX3070-O8G-WHITE;0;0
462;Placa de Video Asus Radeon RX 6800 OC 16GB GDDR6 ROG Strix 2‎56-bit, ROG-STRIX-RX6800-O16G-GAMING;0;0
463;Placa de Video Zotac GeForce GTX 1650 Super Twin Fan 4GB GDDR6 128-bit, ZT-T16510F-10L;0;0
464;Placa de Video Afox Radeon RX 550 2GB GDDR5 128-bit, AFRX550-2048D5H4;0;0
465;Placa de Video Sapphire Radeon RX 6900 XT 16GB GDDR6 256-bit, 21308-01-20G;0;0
466;Placa de Video Sapphire Radeon RX 6800 XT 16GB GDDR6 Nitro+ OC 256-bit, 11304-02-20G;0;0
467;Placa de Video Sapphire Radeon RX 6800 16GB GDDR6 Nitro+ OC 256-bit, 11305-01-20G;0;0
468;Placa de Video Sapphire Pulse Radeon RX 6800 16GB GDDR6 OC 256-bit, 11305-02-20G;0;0
469;Placa de Video AsRock Radeon RX 6800 XT 16GB Phantom Gaming OC Edition GDDR6 2‎56-bit, 90-GA28ZZ-00UANF;0;0
470;Placa de Video MSI GeForce RTX 3060 Ti Gaming X Trio 8GB GDDR6 256-bit, 912-V390-053;0;0
471;Placa de Video Asus GeForce RTX 3090 24GB GDDR6X EKWB 384-bit, RTX3090-24G-EK;0;0
472;Placa de Video Asus GeForce RTX 3060 Ti OC 8GB GDDR6 Dual 256-bit, DUAL-RTX3060TI-O8G;0;0
473;Placa de Video Asus GeForce RTX 3060 Ti OC 8GB GDDR6 TUF Gaming 256-bit, TUF-RTX3060TI-O8G-GAMING;0;0
474;Placa de Video Asus GeForce RTX 3060 Ti 8GB GDDR6 KO OC 256-bit, KO-RTX3060TI-O8G-GAMING;0;0
475;Placa de Video Asus Radeon RX 6800 16GB GDDR6 2‎56-bit, RX6800-16G;0;0
476;Placa de Video Asus Radeon RX 6800 XT 16GB GDDR6 2‎56-bit, RX6800XT-16G;0;0
477;Placa de Video Asus Radeon RX 6800 XT OC 16GB TUF Gaming GDDR6 2‎56-bit, TUF-RX6800XT-O16G-GAMING;0;0
478;Placa de Video Asus GeForce RTX 3060 Ti 8GB GDDR6 ROG Strix OC 256-bit, ROG-STRIX-RTX3060TI-O8G-GAMING;0;0
479;Placa de Video Asus GeForce RTX 3070 OC KO 8GB GDDR6 256-bit, KO-RTX3070-O8G-GAMING;0;0
480;Placa de Video Gigabyte GeForce RTX 3060 Ti Gaming OC 8GB GDDR6 256-bit, GV-N306TGAMING OC-8GD;0;0
481;Placa de Video Gigabyte GeForce RTX 3060 Ti Gaming OC Pro 8GB GDDR6 256-bit, GV-N306TGAMINGOC PRO-8GD;0;0
482;Placa de Video Gigabyte GeForce RTX 3060 Ti Aorus Master 8GB GDDR6 256-bit, GV-N306TAORUS M-8GD;0;0
483;Placa de Video Gigabyte GeForce RTX 3060 Ti Eagle OC 8GB GDDR6 256-bit, GV-N306TEAGLE OC-8GD;0;0
484;Placa de Video Asus GeForce GTX 1650 4GB GDDR6 OC Phoenix 128-bit, PH-GTX1650-O4GD6;0;0
485;Placa de Video Asus GeForce GTX 1650 OC 4GB GDDR6 TUF Gaming 128-bit, TUF-GTX1650-O4GD6-P-GAMING;0;0
486;Placa de Video Afox Radeon RX 550 4GB GDDR5 128-bit, AFRX550-4096D5H7;0;0
487;Placa de Video Afox Radeon RX 550 2GB GDDR5 128-bit, AFRX550-2048D5H7;0;0
488;Placa de Video PNY GeForce RTX 3060 Ti 8GB GDDR6 XLR8 Revel Epic-X RGB 256-bit, VCG3060T8DFXPPB;0;0
489;Placa de Video PNY GeForce RTX 3060 Ti UPRISING 8GB GDDR6 256-bit, VCG3060T8DFMPB;0;0
490;Placa de Video Galax GeForce RTX 3060 Ti 8GB GDDR6 1-Click OC 256-bit, 36ISL6MD1VDD;0;0
491;Placa de Video Galax GeForce RTX 3060 Ti EX 8GB GDDR6 1-Click OC 256-bit, 36ISL6MD1WGG;0;0
492;Placa de Video Galax GeForce RTX 3060 Ti EX Branco 8GB GDDR6 1-Click OC 256-bit, 36ISL6MD1XHH;0;0
493;Placa de Video Zotac GeForce RTX 3060 Ti Twin Edge OC 8GB GDDR6 256-bit, ZT-A30610H-10M;0;0
494;Placa de Video Zotac GeForce RTX 3060 Ti Twin Edge 8GB GDDR6 256-bit, ZT-A30610E-10M;0;0
495;Placa de Video AsRock Radeon RX 6800 XT 16GB GDDR6 2‎56-bit, Radeon RX 6800 XT 16G;0;0
496;Placa de Video AsRock Radeon RX 6800 16GB GDDR6 2‎56-bit, Radeon RX 6800 16G;0;0
497;Placa de Video PowerColor Radeon RX 6800 16GB GDDR6 2‎56-bit, AXRX 6800 16GBD6-M2DHC;0;0
498;Placa de Video PowerColor Radeon RX 6800 XT 16GB GDDR6 2‎56-bit, AXRX 6800XT 16GBD6-M2DHC;0;0
499;Placa de Video Sapphire Radeon RX 6800 XT 16GB GDDR6 2‎56-bit, 21304-01-20G;0;0
500;Placa de Video Sapphire Radeon RX 6800 16GB GDDR6 2‎56-bit, 21305-01-20G;0;0
501;Placa de Video Gigabyte Radeon RX 6800 16GB GDDR6 2‎56-bit, GV-R68-16GC-B;0;0
502;Placa de Video Gigabyte Radeon RX 6800 XT 16GB GDDR6 2‎56-bit, GV-R68XT-16GC-B;0;0
503;Placa de Video Asus GeForce RTX 3070 OC 8GB GDDR6 TUF Gaming 256-bit, TUF-RTX3070-O8G-GAMING;0;0
504;Placa de Video Gigabyte GeForce RTX 3070 Vision OC 8GB GDDR6 256-bit, GV-N3070VISION OC-8GD;0;0
505;Placa de Video Gigabyte GeForce RTX 3070 Aorus Master 8GB GDDR6 256-bit, GV-N3070AORUS M-8GD;0;0
506;Placa de Video PNY GeForce GTX 1660 Super 6GB OC XLR8 192-bit, VCG16606SDFPPB-O;0;0
507;Placa de Video Asus GeForce RTX 3090 OC 24GB GDDR6X TUF Gaming 384-bit, TUF-RTX3090-O24G-GAMING;0;0
508;Placa de Video Gigabyte GeForce GT 710 2GB GDDR5 64-bit, GV-N710D5-2GIL;0;0
509;Placa de Video Gainward GeForce RTX 3070 Phoenix 8GB GDDR6 256-bit, GeForce RTX 3070 Phoenix;0;0
510;Placa de Video Gainward GeForce RTX 3070 Phoenix GS 8GB GDDR6 256-bit, GeForce RTX 3070 Phoenix GS;0;0
511;Placa de Video Asus GeForce RTX 3070 8GB GDDR6 ROG Strix OC 256-bit, ROG-STRIX-RTX3070-O8G-GAMING;0;0
512;Placa de Video Asus GeForce RTX 3080 OC 10GB GDDR6X TUF Gaming 320-bit, TUF-RTX3080-O10G-GAMING;0;0
513;Placa de Video Gigabyte GeForce RTX 3070 Eagle 8GB GDDR6 256-bit, GV-N3070EAGLE-8GD;0;0
514;Placa de Video Gigabyte GeForce RTX 3070 Eagle OC 8GB GDDR6 256-bit, GV-N3070EAGLE OC-8GD;0;0
515;Placa de Video Gigabyte GeForce RTX 3070 Gaming OC 8GB GDDR6 256-bit, GV-N3070GAMING OC-8GD;0;0
516;Placa de Video Gigabyte GeForce RTX 3080 Eagle OC 10GB GDDR6X 320-bit, GV-N3080EAGLE OC-10GD;0;0
517;Placa de Video Gigabyte GeForce RTX 3080 Vision OC 10GB GDDR6X 320-bit, GV-N3080VISION OC-10GD;0;0
518;Placa de Video Gigabyte GeForce RTX 3080 Gaming OC 10GB GDDR6X 320-bit, GV-N3080GAMING OC-10GD;0;0
519;Placa de Video Gigabyte GeForce RTX 3090 Turbo 24GB GDDR6X 384-bit, GV-N3090TURBO-24GD;0;0
520;Placa de Video Gigabyte GeForce RTX 3090 Gaming OC 24GB GDDR6X 384-bit, GV-N3090GAMING OC-24GD;0;0
521;Placa de Video Zotac GeForce RTX 3070 Twin Edge OC 8GB GDDR6 256-bit, ZT-A30700H-10P;0;0
522;Placa de Video Zotac GeForce RTX 3080 Trinity OC 10GB GDDR6X 320-bit, ZT-A30800J-10P;0;0
523;Placa de Video Gigabyte GeForce GTX 1660 D5 6gb 192 Bit, GV-N1660D5-6GD;0;0
524;Placa de Video Gigabyte Radeon RX 5500 XT D6 4GB Windforce 128-bit, GV-R55XTD6-4GD;0;0
525;Placa de Video Gigabyte Radeon RX 5500 XT D6 8GB Windforce 128-bit, GV-R55XTD6-8GD;0;0
526;Placa de Video Asus GeForce RTX 3070 OC 8GB GDDR6 Dual 256-bit, DUAL-RTX3070-O8G;0;0
527;Placa de Video Asus GeForce RTX 3070 8GB GDDR6 Dual 256-bit, DUAL-RTX3070-8G;0;0
528;Placa de Video Asus GeForce RTX 3070 8GB GDDR6 ROG Strix 256-bit, ROG-STRIX-RTX3070-8G-GAMING;0;0
529;Placa de Video Asus GeForce RTX 3080 10GB GDDR6X ROG Strix 320-bit, ROG-STRIX-RTX3080-10G-GAMING;0;0
530;Placa de Video Asus GeForce RTX 3090 24GB GDDR6X TUF Gaming 384-bit, TUF-RTX3090-24G-GAMING;0;0
531;Placa de Video Asus GeForce RTX 3090 24GB GDDR6X ROG Strix 384-bit, ROG-STRIX-RTX3090-24G-GAMING;0;0
532;Placa de Video Asus GeForce RTX 3090 OC 24GB GDDR6X ROG Strix 384-bit, ROG-STRIX-RTX3090-O24G-GAMING;0;0
533;Placa de Video PNY GeForce RTX 3070 8GB GDDR6 Dual 256-bit, VCG30708DFMPB;0;0
534;Placa de Video PNY GeForce RTX 3070 8GB GDDR6 XLR8 Gaming EPIC-X RGB 256-bit, VCG30708TFXPPB;0;0
535;Placa de Video PNY GeForce RTX 3090 24GB GDDR6X XLR8 Gaming EPIC-X RGB 384-bit, VCG309024TFXPPB;0;0
536;Placa de Video Galax GeForce RTX 3070 SG 8GB GDDR6 1-Click OC 256-bit, 37NSL6MD1GNA;0;0
537;Placa de Video Galax GeForce RTX 3070 EX 8GB GDDR6 1-Click OC 256-bit, 37NSL6MD2V7V;0;0
538;Placa de Video Galax GeForce RTX 3070 EX Branco 8GB GDDR6 1-Click OC 256-bit, RTX 3070 EX Branco;0;0
539;Placa de Video Galax GeForce RTX 3070 EX Rosa 8GB GDDR6 1-Click OC 256-bit, RTX 3070 EX Rosa;0;0
540;Placa de Video Galax GeForce RTX 3070 EX Gamer Branco 8GB GDDR6 1-Click OC 256-bit, RTX 3070 EX Gamer Branco;0;0
541;Placa de Video Galax GeForce RTX 3070 EX Gamer Rosa 8GB GDDR6 1-Click OC 256-bit, RTX 3070 EX Gamer Rosa;0;0
542;Placa de Video Galax GeForce RTX 3070 EX Gamer 8GB GDDR6 1-Click OC 256-bit, RTX 3070 EX Gamer;0;0
543;Placa de Video Asus GeForce RTX 3080 TUF Gaming 10GB GDDR6X 320-bit, TUF-RTX3080-10G-GAMING;0;0
544;Placa de Video Galax GeForce RTX 3080 SG 10GB GDDR6X 1-Click OC 320-bit, 38NWM3MD99NN;0;0
545;Placa de Video Galax GeForce RTX 3090 SG 24GB GDDR6X 1-Click OC 384-bit, 39NSM5MD1GNA;0;0
546;Placa de Video MSI GeForce RTX 3070 Ventus 2X 8GB GDDR6 256-bit, RTX 3070 VENTUS 2X;0;0
547;Placa de Video MSI GeForce RTX 3070 Ventus 2X 8GB OC GDDR6 256-bit, 912-V390-008;0;0
548;Placa de Video MSI GeForce RTX 3070 Ventus 3X 8GB GDDR6 256-bit, RTX 3070 VENTUS 3X;0;0
549;Placa de Video MSI GeForce RTX 3070 Ventus 3X 8GB OC GDDR6 256-bit, RTX 3070 VENTUS 3X OC;0;0
550;Placa de Video MSI GeForce RTX 3070 Gaming Trio 8GB GDDR6 256-bit, RTX 3070 GAMING TRIO;0;0
551;Placa de Video MSI GeForce RTX 3070 Gaming X Trio 8GB GDDR6 256-bit, 912-V390-006;0;0
552;Placa de Video MSI GeForce RTX 3080 Ventus 3X 10GB GDDR6X 320-bit, RTX 3080 VENTUS 3X 10G;0;0
553;Placa de Video MSI GeForce RTX 3080 Ventus 3X 10GB OC GDDR6X 320-bit, 912-V389-001;0;0
554;Placa de Video MSI GeForce RTX 3090 Ventus 3X 24GB OC GDDR6X 384-bit, 912-V388-002;0;0
555;Placa de Video MSI GeForce RTX 3090 Gaming X Trio 24GB GDDR6X 384-bit, 912-V388-011;0;0
556;Placa de Video Gigabyte GeForce RTX 3090 Aorus Master 24GB GDDR6X 384-bit, GV-N3090AORUS M-24GD;0;0
557;Placa de Video Gigabyte GeForce RTX 3090 Aorus Xtreme 24GB GDDR6X 384-bit, GV-N3090AORUS X-24GD;0;0
558;Placa de Video Gigabyte GeForce RTX 3080 Aorus Xtreme 10GB GDDR6X 320-bit, GV-N3080AORUS X-10GD;0;0
559;Placa de Video Zotac GeForce RTX 3070 Twin Edge 8GB GDDR6 256-bit, ZT-A30700E-10P;0;0
560;Placa de Video Zotac GeForce RTX 3080 Trinity 10GB GDDR6X 320-bit, ZT-A30800D-10P;0;0
561;Placa de Video Zotac GeForce RTX 3090 Trinity 24GB GDDR6X 384-bit, ZT-A30900D-10P;0;0
562;Placa de Video MSI GeForce GTX 1650 Super 4GB Ventus XS OC 128-bit, 912-V809-3294;0;0
563;Placa de Video Zotac GeForce RTX 2080 Super 8GB Triple Fan 256-bit, ZT-T20820H-10P;0;0
564;Placa de Video ASRock Radeon RX 5700 XT 8GB Taichi X OC Edition 256-bit, 90-GA19ZZ-00UANF;0;0
565;Placa de Video ASRock Radeon RX 5700 XT 8GB Phantom Gaming D OC Edition 256-bit, 90-GA1JZZ-00UANF;0;0
566;Placa de Video ASRock Radeon RX 5600 XT 6GB Challenger Pro OC Edition 192-bit, 90-GA24ZZ-00UANF;0;0
567;Placa de Video ASRock Radeon RX 5500 XT 8GB Challenger OC Edition 128-bit, 90-GA1LZZ-00UANF;0;0
568;Placa de Video Gigabyte Radeon RX 570 8GB GDDR5 WindForce 256-bit, GV-RX570GAMING-8GD;0;0
569;Placa de Video Asus GeForce RTX 2060 Super 8GB GDDR6 DUAL 256-bit, DUAL-RTX2060S-8G-EVO-V2;0;0
570;Placa de Video Asus Phoenix Radeon RX 550 4GB GDDR5 128-bit, PH-RX550-4G-EVO-NAC;0;0
571;Placa de Video Asus Phoenix Radeon RX 550 2GB GDDR5 128-bit, PH-RX550-2G-EVO;0;0
572;Placa de Video Asus Radeon RX 5600 XT 6GB GDDR6 OC 192-bit, DUAL-RX5600XT-T6G-EVO;0;0
573;Placa de Video Asus Radeon RX 5600 XT 6GB GDDR6 ROG Strix OC 192-bit, ROG-STRIX-RX5600XT-T6G-GAMING;0;0
574;Placa de Video PNY GeForce GTX 1650 GDDR6 4GB 128-bit, VCG16504D6DFPPB;0;0
575;Placa de Video Galax GeForce GTX 1650 EX Plus 4GB GDDR6 1-Click OC 128-bit, 65SQL8DS93E1;0;0
576;Placa de Video Sapphire Pulse Radeon RX 5700 XT 8GB BE GDDR6 256-bit, 11293-09-20G;0;0
577;Placa de Video Asus GeForce GTX 1650 Super OC 4GB GDDR6 TUF Gaming 128-bit, TUF-GTX1650S-O4G-GAMING;0;0
578;Placa de Video Asus GeForce RTX 2080 Super 8GB ROG Strix 256-bit, ROG-STRIX-RTX2080S-8G-GAMING;0;0
579;Placa de Video Asus GeForce RTX 2070 Super 8GB ROG Strix 256-bit, ROG-STRIX-RTX2070S-8G-GAMING;0;0
580;Placa de Video Gigabyte GeForce RTX 2080 Super 8Gb Gaming Windforce 256Bit, GV-N208SGAMING-8GC;0;0
581;Placa de VIdeo Gigabyte GeForce RTX 2070 Super 8GB Windforce 3X 256-bit, GV-N207SWF3-8GD;0;0
582;Placa de Video Gigabyte GeForce RTX 2060 D6 6GB GDDR6 Windforce 192-bit, GV-N2060D6-6GD;0;0
583;Placa de Video Gigabyte GTX 1650 Eagle OC 4GB 128-bit, GV-N1656EAGLE OC-4GD;0;0
584;Placa de Video ASRock Radeon RX 5600 XT 6GB Challenger OC Edition 192-BIT, 90-GA1XZZ-00UANF;0;0
585;Placa de Video ASRock Radeon RX 5500 XT 8GB Challenger ITX 128-BIT, 90-GA20ZZ-00UANF;0;0
586;Placa de Video Gigabyte GeForce GTX 1650 Super 4GB 128-bit, GV-N165SD6-4GD;0;0
587;Placa de Video Asus Dual Radeon RX 5500 XT 4GB OC 128-bit, DUAL-RX5500XT-O4G-EVO;0;0
588;Placa de Video Asus Radeon RX 5500 XT 8GB GDDR6 ROG Strix 128-bit, ROG-STRIX-RX5500XT-O8G-GAMING;0;0
589;Placa de Video Afox Radeon R5 220 2GB 64-bit, AFR5220-2048D3L9-V2;0;0
590;Placa de Video MSI Radeon RX 5600 XT 6GB Mech OC 128-bit, 912-V381-227;0;0
591;Placa de Video Sapphire Radeon RX 5600 XT BE 6GB Pulse 192-bit, 11296-05-20G;0;0
592;Placa de Video Gigabyte GeForce RTX 2060 Super 8GB Windforce 256-bit, GV-N206SWF2-8GD;0;0
593;Placa de Video Galax GeForce RTX 2060 Super 8GB 1-Click OC 256-bit, 26ISL6HP68LD;0;0
594;Placa de Video Galax GeForce GTX 1650 Super EX 4GB GDDR6 1-Click OC 128-bit, 65SQL8DS61EX;0;0
595;Placa de Video Galax GeForce GTX 1650 EX 4GB GDDR6 1-Click OC 128-bit, 65SQL8DS66E6;0;0
596;Placa de Video MSI GeForce RTX 2060 Super 8GB Gaming X 256-bit, 912-V375-216;0;0
597;Placa de Video MSI GeForce GTX 1660Ti 6GB Gaming X 192-bit, 912-V375-404;0;0
598;Placa de Video MSI GeForce RTX 2070 Super 8GB Gaming X 256-bit, 912-V373-283;0;0
599;Placa de Video MSI GeForce RTX 2070 Super 8GB Ventus OC 256-bit, 912-V386-001;0;0
600;Placa de Video MSI GeForce GTX 1650 4GB D6 Gaming X GDDR6 128-bit, 912-V387-002;0;0
601;Placa de Video Msi GeForce RTX 2080 TI GAMING X TRIO GDDR6 352-bit, 912-V371-097;0;0
602;Placa de Vídeo Gigabyte GeForce GTX 1650 D6 OC Low Profile 4GB 128-bit, GV-N1656OC-4GL;0;0
603;Placa de Video PowerColor Radeon 550 2GB Red Dragon 64-bit, AXRX 550 2GB64BD5-DH;0;0
604;Placa de Video PowerColor Radeon RX 550 4GB Red Dragon 128-bit, AXRX 550 4GBD5-DH;0;0
605;Placa de Video PNY GeForce RTX 2060 6GB GDDR6 OC XLR8 192-bit, KMR2060N3J6EW1AKTP;0;0
606;Placa de Video Asus Radeon RX 5700 XT 8GB GDDR6 ROG Strix 256-bit, ROG-STRIX-RX5700XT-O8G-GAMING;0;0
607;Placa de Video PowerColor Radeon RX 5600 XT ITX 6GB 192-bit, RX 5600XT ITX 6GB GDDR6;0;0
608;Placa de Video Asus Dual Radeon RX 5500 XT 8GB OC 128-bit, DUAL-RX5500XT-O8G-EVO;0;0
609;Placa de Video Sapphire Radeon RX 5500 XT 8GB Nitro+ OC 128-bit, 11295-05-20G;0;0
610;Placa de Video Sapphire Radeon RX 5500 XT 4GB Pulse OC 128-bit, 11295-03-20G;0;0
611;Placa de Video Sapphire Radeon RX 5700 XT 8GB SE Nitro+ OC 256-bit, 11293-05-40G;0;0
612;Placa de Video Afox Radeon RX 550 2GB 128-bit, AFRX550-2048D5H3;0;0
613;Placa de Video Afox Radeon RX 550 4GB 128-bit, AFRX550-4096D5H3;0;0
614;Placa de Video PNY GeForce GTX 1660 Super 6GB OC XLR8 192-bit, VCG16606SDFMPB;0;0
615;Placa de Video PNY GeForce GTX 1660 Super 6GB 192-bit, VCG16606SSFPPB;0;0
616;Placa de Video PNY GeForce GTX 1650 Super 4GB OC XLR8 128-bit, VCG16504SSFPPB;0;0
617;Placa de Video Gigabyte GeForce GTX 1650 D6 OC 4GB 128-bit, GV-N1656OC-4GD;0;0
618;Placa de Video Gigabyte GeForce GTX 1650 D6 Windforce OC 4GB 128-bit, GV-N1656WF2OC-4GD REV 2.0-NAC;0;0
619;Placa de Video PNY Quadro P2200 5GB GDDR5X 160-bit, VCQP2200-BLK;0;0
620;Placa de Video Afox GeForce GT 1030 2GB GDDR5 64-bit, AF1030-2048D5L4;0;0
621;Placa de Video Galax GeForce GTX 1660 Super 6GB EX White 1-Click OC 192-bit, 60SRL7DS04WS;0;0
622;Placa de Video Gigabyte GeForce GTX 1650 4GB OC Low Profile 128-bit, GV-N1650OC-4GL;0;0
623;Placa de Video AFOX Radeon RX 560D 4GB GDDR5 128-bit, AFRX560D-4096D5H4-V2;0;0
624;Placa de Video Asus GeForce GTX 1660 Super 6GB TUF OC 192-bit, TUF-GTX1660S-O6G-GAMING;0;0
625;Placa de Video ASRock Radeon RX 5700 8GB Phantom Gaming D OC 256-bit, 90-GA1KZZ-00UANF;0;0
626;Placa de Video ASRock Radeon RX 5600 XT 6GB Phantom Gaming D3 OC 192-bit, 90-GA1VZZ-00UANF;0;0
