;Marca;Preco;Preco Boleto
1091;Placa de Video PNY GeForce GTX 1080 Ti 11GB GDDR5X OC XLR8 352-bit, VCGGTX1080T11XGPB-OC;0;0
1092;Placa de Video Zotac GeForce GTX 1060 6GB GDDR5 AMP! 192-bit, ZT-P10600G-10M;0;0
1093;Placa de Video Zotac GeForce GTX 1080 11GB GDDR5X AMP Extreme 256-bit, ZT-P10800I-10P;0;0
1094;Placa de Video MSI GeForce GT 1030 AERO ITX 2G OC GDDR5 64-bit;0;0
1095;Placa de Video Galax GeForce GTX 1080 Ti 11GB GDDR5X HOF Limited Edition 352-bit, 80IUJBDHQ7LH;0;0
1096;Placa de Video Galax GeForce GTX 1080 Ti 11GB GDDR5X HOF 352-bit, 80IUJBDHQ7FZ;0;0
1097;Placa de Video Galax GeForce GTX 1080 Ti 11GB GDDR5X HOF 352-bit, 80IUJBDHQ7JY;0;0
1098;Placa de Vídeo Asus ROG Strix Geforce GTX 1080 Ti OC 11GB GDDR5X, ROG-STRIX-GTX1080TI-O11G-GAMING;0;0
1099;Placa de Video EVGA GeForce GTX 1080 Ti 11GB GDDR5X SC2 iCX 352-bit, 11G-P4-6593-KR;0;0
1100;Placa de Video EVGA GeForce GTX 1080 Ti 11GB GDDR5X Black Edition SC iCX 352-bit, 11G-P4-6393-KR;0;0
1101;Placa de Video EVGA GeForce GTX 1080 Ti 11GB GDDR5X Black Edition iCX 352-bit, 11G-P4-6391-KR;0;0
1102;Placa de Video EVGA GeForce GTX 1080 Ti 11GB GDDR5X iCX 352-bit, 11G-P4-6591-KR;0;0
1103;Placa de Video Gigabyte Radeon RX 560 4GB GDDR5 OC 128-bit, GV-RX560GAMINGOC-4GD;0;0
1104;Placa de Video Gigabyte Radeon RX 560 2GB GDDR5 OC 128-bit, GV-RX560GAMINGOC-2GD;0;0
1105;Placa de Video Galax GeForce GTX 1050 Ti 4GB GDDR5 OC Low Profile 128-bit, 50IQH8DSP2MN;0;0
1106;Placa de Video PNY GeForce GTX 1080 Ti 11GB GDDR5X Founders Edition 352-bit, VCGGTX1080T11PB-FE;0;0
1107;Placa de Video Zotac GeForce GT 1030 2GB GDDR5 Low Profile 64-bit, ZT-P10300A-10L;0;0
1108;Placa de Video PNY Quadro P4000 8GB GDDR5 256-bit, VCQP4000-PB;0;0
1109;Placa de Video Gigabyte Radeon RX 580 XTR 8GB GDDR5 Aorus 256-bit, GV-RX580XTRAORUS-8GD;0;0
1110;Placa de Video Gigabyte GeForce GTX 1080 Ti 11GB GDDR5X Aorus Xtreme Edition 352-bit, GV-N108TAORUS X-11GD;0;0
1111;Placa de Video PNY Quadro P4000 8GB GDDR5 256-bit, VCQP4000-PORPB;0;0
1112;Placa de Video PNY Quadro P2000 5GB GDDR5 160-bit, VCQP2000-PORPB;0;0
1113;Placa de Video PNY Quadro P400 2GB GDDR5 64-bit, VCQP400-PORPB;0;0
1114;Placa de Vídeo MSI GEFORCE GTX 1060 IGAMER 6G OC 192Bits GDDR5;0;0
1115;Placa de Video Sapphire Radeon RX 580 8GB GDDR5 Nitro+ 256-bit, 11265-01-20G;0;0
1116;Placa de Video Sapphire Radeon RX 580 4GB GDDR5 Pulse 256-bit, 11265-09-20G;0;0
1117;Placa de Video Sapphire Radeon RX 550 4GB GDDR5 Pulse 128-bit, 11268-01-20G;0;0
1118;Placa de Video Sapphire Radeon RX 550 2GB GDDR5 Pulse 128-bit, 11268-03-20G;0;0
1119;Placa de Video Gigabyte GeForce GTX 1070 8GB GDDR5 Aorus 256-bit, GV-N1070AORUS-8GD;0;0
1120;Placa de Video Galax GeForce GTX 1080 Ti 11GB GDDR5X EXOC 352-bit, 80IUJBMDP0EC;0;0
1121;Placa de Video Zotac GeForce GTX 1080 Ti 11GB GDDR5X Blower 352-bit, ZT-P10810B-10P;0;0
1122;Placa de Video Gigabyte Radeon RX 550 2GB GDDR5 128-bit, GV-RX550D5-2GD;0;0
1123;Placa de Video Gigabyte Radeon RX 580 8GB GDDR5 Aorus 256-bit, GV-RX580AORUS-8GD;0;0
1124;Placa de Video Zotac GeForce GTX 1080 Ti 11GB GDDR5X AMP! 352-bit, ZT-P10810D-10P;0;0
1125;Placa de Video Zotac GeForce GTX 1080 Ti 11GB GDDR5X AMP! Extreme 352-bit, ZT-P10810C-10P;0;0
1126;Placa de Video Sapphire Radeon RX 570 4GB GDDR5 Pulse 256-bit, 11266-04-20G;0;0
1127;Placa de Video Sapphire Radeon RX 570 4GB GDDR5 Nitro+ 256-bit,11266-14-20G;0;0
1128;Placa de Video Sapphire Radeon RX 580 4GB GDDR5 Nitro+ 256-bit, 11265-07-20G;0;0
1129;Placa de Video Sapphire Radeon RX 580 8GB GDDR5 Nitro+ 256-bit, 11265-00-40G;0;0
1130;Placa De Vídeo MSI Geforce GTX 1080 Ti Aero 11G GDDR5 352 Bits, Geforce GTX 1080 TI AERO 11G OC;0;0
1131;Placa de Video PowerColor Radeon RX 570 4GB GDDR5 Red Devil 256-bit, AXRX 570 4GBD5-3DH/OC;0;0
1132;Placa de Video PowerColor Radeon RX 580 8GB GDDR5 Red Dragon 256-bit, AXRX 570 8GBD5-3DHD/OC;0;0
1133;Placa de Video PowerColor Radeon RX 550 2GB GDDR5 Red Dragon 128-bit, AXRX 550 2GBD5-DH/OC;0;0
1134;Placa De Vídeo MSI RADEON RX 580 ARMOR 4G OC GDDR5 256 Bits, RX 580 ARMOR 4G OC;0;0
1135;Placa de Video Sapphire Radeon RX 570 4GB GDDR5 Pulse ITX 256-bit, 11266-06-20G;0;0
1136;Placa de Video Sapphire Radeon RX 580 8GB GDDR5 Pulse 256-bit, 11265-05-20G;0;0
1137;Placa De Vídeo MSI RADEON RX 580 GAMING X 8G GDDR5 256 Bits, RX 580 GAMING X 8G;0;0
1138;Placa De Vídeo MSI RADEON RX 570 GAMING X 4G GDDR5 256 Bits, RX 570 GAMING X 4G;0;0
1139;Placa de Video MSI Radeon RX 580 8GB Armor OC 256-bit, 912-V341-284;0;0
1140;Placa de Video MSI Radeon RX 570 4GB GDDR5 Armor OC 256-bit, 912-V341-297;0;0
1141;Placa de Video XFX Radeon RX 550 2GB GDDR5 128-bit, RX-550P2TFG5;0;0
1142;Placa de Video Asus Radeon RX 550 2GB GDDR5 128-bit, RX550-2G;0;0
1143;Placa de Video Asus Radeon RX 550 4GB GDDR5 128-bit, RX550-4G;0;0
1144;Placa de Video Asus Dual GeForce GTX 1050 Ti OC 4GB GDDR5 128-bit, DUAL-GTX1050TI-O4G;0;0
1145;Placa de Video Asus Radeon RX 570 OC 4GB GDDR5 ROG Strix 256-bit, ROG-STRIX-RX570-O4G-GAMING;0;0
1146;Placa de Video XFX Radeon RX 580 8GB GDDR5 GTS XXX OC+ 256-bit, RX-580P8DFD6;0;0
1147;Placa de Video XFX Radeon RX 580 8GB GDDR5 OC+ 256-bit, RX-580P8DBD6;0;0
1148;Placa de Video XFX Radeon RX 580 4GB GDDR5 OC GTS XXX 256-bit, RX-580P4DFD6;0;0
1149;Placa de Video XFX Radeon RX 570 4GB GDDR5 RS Black Edition 256-bit, RX-570P4DBD6;0;0
1150;Placa de Video Gigabyte Radeon RX 580 4GB GDDR5 Aorus 256-bit, GV-RX580AORUS-4GD;0;0
1151;Placa de Video Gigabyte Radeon RX 580 4GB GDDR5 WindForce 256-bit, GV-RX580GAMING-4GD;0;0
1152;Placa de Video PNY Quadro P600 2GB GDDR5 128-bit, VCQP600-PORPB;0;0
1153;Placa de Video PNY Quadro P1000 4GB GDDR5 128-bit, VCQP1000-PORPB;0;0
1154;Placa de Video Gigabyte GeForce GTX 1080 Ti 11GB GDDR5X OC 352-bit, GV-N108TGAMINGOC-11GD;0;0
1155;Placa de Video Gigabyte GeForce GTX 1080 Ti 11GB GDDR5X Aorus 352-bit, GV-N108TAORUS-11GD;0;0
1156;Placa de Video Gigabyte Radeon RX 570 4GB GDDR5 Aorus 256-bit, GV-RX570AORUS-4GD;0;0
1157;Placa de Video Gigabyte Radeon RX 550 2GB GDDR5 WindForce OC 128-bit, GV-RX550GAMING OC-2GD;0;0
1158;Placa de Video Gigabyte Radeon RX 570 4GB GDDR5 WindForce 256-bit, GV-RX570GAMING-4GD;0;0
1159;Placa de Video Gigabyte Radeon RX 580 8GB GDDR5 WindForce 256-bit, GV-RX580GAMING-8GD;0;0
1160;Placa de Video Asus GeForce GTX 1050 Ti OC 4GB GDDR5 ROG Strix 128-bit, STRIX-GTX1050TI-O4G-GAMING;0;0
1161;Placa de Vídeo MSI GTX 1050 TI GAMING X 4G GDDR5 128Bit;0;0
1162;Placa de Video EVGA GeForce GTX 1060 3GB GDDR5 FTW+ DT 192-bit, 03G-P4-6166-KR;0;0
1163;Placa de Video EVGA GeForce GTX 1060 6GB GDDR5 192-bit, 06G-P4-5161-KR;0;0
1164;Placa de Video Sapphire Radeon RX 480 8GB GDDR5 Nitro+ OC 256-bit, 11260-20-20G;0;0
1165;Placa de Vídeo MSI GeForce GTX 1050 Ti 4G OC GDDR5 128Bit, Geforce-GTX-1050Ti-4G-OC;0;0
1166;Placa de Vídeo MSI Geforce GTX 1080 Ti Founders Edition 11GB GDDR5X 352Bit;0;0
1167;Placa de Video EVGA GeForce GTX 1080 11GB GDDR5X Ti Founders Edition 352-bit, 11G-P4-6390-KR;0;0
1168;Placa de Video Galax GeForce GTX 1070 8GB GDDR5 HOF 256-bit, 70NSH6DHL2SH;0;0
1169;Placa de Video Zotac GeForce GTX 1080 8GB GDDR5X Mini 256-bit, ZT-P10800H-10P;0;0
1170;Placa de Video EVGA GeForce GTX 1050 2GB GDDR5 FTW DT 128-bit, 02G-P4-6155-KR;0;0
1171;Placa de Video Sapphire Radeon RX 460 2GB GDDR5 OC 128-bit, 11257-10-20G;0;0
1172;Placa de Video Sapphire Radeon RX 460 4GB GDDR5 Nitro 128-bit, 11257-06-20G;0;0
1173;Placa de Video Sapphire Radeon RX 480 4GB GDDR5 Nitro OC 256-bit, 11260-13-20G;0;0
1174;Placa de Video Gigabyte GeForce GTX 1080 Ti 11GB GDDR5X Founders Edition 352-bit, GV-N108TD5X-B;0;0
1175;Placa de Video Zotac GeForce GTX 1080 Ti 11GB GDDR5X Founders Edition 352-bit, ZT-P10810A-10P;0;0
1176;Placa de Video Galax GeForce GTX 1070 8GB GDDR5 EXOC Sniper Black 256-bit, 70NSH6DHM9ES;0;0
1177;Placa de Vídeo Galax Geforce GTX 1070 OC Mini 8GB GDDR5 256-Bit, 70NSH6DVO5MN;0;0
1178;Placa de Video Galax GeForce GTX 1060 3GB GDDR5 EXOC White 192-bit, 60NNH7DVM3NW;0;0
1179;Placa de Video EVGA GeForce GTX 1080 8GB GDDR5X FTW Hybrid 256-bit, 08G-P4-6288-KR;0;0
1180;Placa de Video EVGA GeForce GTX 1080 8GB GDDR5X Classfield 256-bit, 08G-P4-6386-KR;0;0
1181;Placa de Vídeo MSI GeForce GTX 1050 Ti 4GT Low Profile GDDR5 128-bit;0;0
1182;Placa de Video PNY Quadro M4000 8GB GDDR5 256-bit, VCQM4000-PORPB;0;0
1183;Placa de Video MSI GeForce GTX 1050 GAMING X 2G 128-bit GDDR5;0;0
1184;Placa de Video EVGA GeForce GTX 1060 3GB GDDR5 FTW 192-bit, 03G-P4-6168-KR;0;0
1185;Placa de Vídeo MSI RADEON RX 480 ARMOR 8G OC GDDR5 256Bit;0;0
1186;Placa de Vídeo MSI GeForce GTX 1060 6GT OCV1 GDDR5 192Bit;0;0
1187;Placa de Video Gigabyte GeForce GTX 1070 8GB GDDR5 WindForce 256-bit, GV-N1070WF2-8GD;0;0
1188;Placa de Video Gigabyte GeForce GTX 1050 2GB GDDR5 G1 Gaming 128-bit, GV-N1050G1 GAMING-2GD;0;0
1189;Placa de Video Gigabyte GeForce GTX 1050 2GB GDRD5 OC Low Profile 128-bit, GV-N1050OC-2GL;0;0
1190;Placa de Video Gigabyte GeForce GTX 1050 Ti 4GB GDDR5 OC Low Profile 128-bit, GV-N105TOC-4GL;0;0
1191;Placa de Video Asus GeForce GTX 1050 DUAL OC 2GB GDDR5 128-bit, DUAL-GTX1050-O2G;0;0
1192;Placa de Video EVGA GeForce GTX 1060 6GB GDDR5 FTW+ DT 192-bit, 06G-P4-6266-KR;0;0
1193;Placa de Video EVGA GeForce GTX 1060 6GB GDDR5 FTW 192-bit, 06G-P4-6268-KR;0;0
1194;Placa de Video EVGA GeForce GTX 1060 3GB GDDR5 SSC 192-bit, 03G-P4-6167-KR;0;0
1195;Placa de Video EVGA GeForce GTX 1050 2GB GDDR5 FTW 128-bit, 02G-P4-6157-KR;0;0
1196;Placa de Video Gigabyte GeForce GTX 1080 8GB GDDR5X G1 ROCK Edition 256-bit, GV-N1080G1 ROCK-8GD;0;0
1197;Placa de Video Gigabyte GeForce GTX 1070 8GB GDDR6 Xtreme Gaming 256-bit, GV-N1070XTREME-8GD;0;0
1198;Placa de Video Gigabyte GeForce GTX 1070 8GB GDDR5 G1 ROCK Edition 256-bit, GV-N1070G1 ROCK-8GD;0;0
1199;Placa de Video Gigabyte GeForce GTX 1080 8GB GDDR5X Xtreme WaterForce 256-bit, GV-N1080XTREME WB-8GD;0;0
1200;Placa de Video Asus Radeon RX 480 DUAL OC 4GB GDDR5 256-bit, DUAL-RX480-O4G;0;0
1201;Placa de Video EVGA GeForce GTX 1060 6GB GDDR5 SSC 192-bit, 06G-P4-6267-KR;0;0
1202;Placa de Video EVGA GeForce GTX 1060 6GB GDDR5 SSC 192-bit, 06G-P4-6264-KR;0;0
1203;Placa de Video Gigabyte GeForce GTX 1080 8GB GDDR5X Turbo OC 256-bit, GV-N1080TTOC-8GD;0;0
1204;Placa de Video Gigabyte GeForce GTX 1080 8GB GDDR5X WindForce OC 256-bit, GV-N1080WF3OC-8GD;0;0
1205;Placa de Video EVGA GeForce GTX 1050 Ti 4GB GDDR5 SSC 128-bit, 04G-P4-6255-KR;0;0
1206;Placa de Video Zogis GeForce GTX 1060 6GB GDDR5 192-bit, ZO1060-6GD5H;0;0
1207;Placa de Video Zogis GeForce GTX 1050 Ti 4GB GDDR5 128-bit, ZO1050Ti-4GD5H;0;0
1208;Placa de Video EVGA GeForce GTX 1050 Ti 4GB GDDR5 FTW 128-bit, 04G-P4-6258-KR;0;0
1209;Placa de Video PNY GeForce GTX 1050 2GB GDDR5 128-bit, VCGGTX10502PB;0;0
1210;Placa de Video Gigabyte GeForce GTX 1060 6GB GDDR5 WindForce OC 192-bit, GV-N1060WF2OC-6GD;0;0
1211;Placa de Video Gigabyte GeForce GTX 1060 3GB GDDR5 G1 Gaming WindForce 192-bit, GV-N1060WF2OC-3GD;0;0
1212;Placa de Video Gigabyte GeForce GTX 1050 Ti 4GB GDDR5 WindForce OC 128-bit, GV-N105TWF2OC-4GD;0;0
1213;Placa de Video PowerColor Radeon RX 480 4GB GDDR5 Red Dragon 256-bit, AXRX 480 4GBD5-3DHDV2;0;0
1214;Placa de Video Asus GeForce GTX 1050 Ti 4GB GDDR5 128-bit, PH-GTX1050TI-4G;0;0
1215;Placa de Video Asus GeForce GTX 1050 2GB GDDR5 128-bit, PH-GTX1050-2G;0;0
1216;Placa de Video EVGA GeForce GTX 1070 8GB GDDR5 Black Edition 256-bit, 08G-P4-5171-KR;0;0
1217;Placa de Video EVGA GeForce GTX 1080 8GB GDDR5X 256-bit, 08G-P4-5180-KR;0;0
1218;Placa de Video Galax GeForce GTX 1050 2GB GDDR5 EXOC 128-bit, 50NPH8DVN6EC;0;0
1219;Placa de Video PowerColor Radeon HD 5450 2GB GDDR3 128-bit, AX5450 2GBK3-SHV7E;0;0
1220;Placa de Video Galax GeForce GTX 1050 Ti 4GB GDDR5 EXOC 128-bit, 50IQH8DVN6EC;0;0
1221;Placa de Video Galax GeForce GTX 1050 2GB GDDR5 OC 128-bit, 50NPH8DSN8OC;0;0
1222;Placa de Video PNY GeForce GT 610 2GB 64-bit, VCGGT6102XPB;0;0
1223;Placa de Video Zogis GeForce GT 210 1GB DDR2 64-bit, ZO210-1GD2LP;0;0
1224;Placa de Video PowerColor Radeon RX 470 4GB GDDR5 Devil 256-bit, AXRX 470 4GBD5-3DH/OC;0;0
1225;Placa de Video Galax GeForce GTX 1080 8GB GDDR5X EXOC Sniper 256-bit, 80NSJ6DHM9ES;0;0
1226;Placa de Vídeo MSI RADEON RX 470 ARMOR 4G OC GDDR5 256Bit;0;0
1227;Placa de Vídeo MSI GeForce GTX 1050 2GT OC GDDR5 128Bit;0;0
1228;Placa de Vídeo MSI GeForce GTX 1050 Ti 4GT OC GDDR5 128Bit;0;0
1229;Placa de Video XFX Radeon R7 360 2GB GDDR5 128-bit, R7-360P-2NL5;0;0
1230;Placa de Video Gigabyte GeForce GTX 1050 2GB GDDR5 OC 128-bit, GV-N1050OC-2GD;0;0
1231;Placa de Video PNY GeForce GTX 1060 6GB GDDR5 OC XLR8 192-bit, VCGGTX10606XGPB-OC;0;0
1232;Placa de Video PNY GeForce GTX 1050 Ti 4GB GDDR5 128-bit, VCGGTX1050T4PB;0;0
1233;Placa de Video PNY GeForce GTX 1050 Ti 4GB GDDR5 OC XLR8 128-bit, VCGGTX1050T4XGPB-OC;0;0
1234;Placa de Video Sapphire Radeon RX 480 8GB GDDR5 Nitro+ 256-bit, 11260-07-20G;0;0
1235;Placa de Video PowerColor Radeon RX 460 4GB GDDR5 Red Dragon 128-bit, AXRX 460 4GBD5-DHV2/OC;0;0
1236;Placa de Video EVGA GeForce GTX 1050 Ti 4GB GDDR5 128-bit, 04G-P4-6251-KR;0;0
1237;Placa de Video EVGA GeForce GTX 1050 2GB GDDR5 SSC 128-bit, 02G-P4-6154-KR;0;0
1238;Placa de Video EVGA GeForce GTX 1050 2GB GDDR5 SC 128-bit, 02G-P4-6152-KR;0;0
1239;Placa de Video EVGA GeForce GTX 1050 2GB GDDR5 128-bit, 02G-P4-6150-KR;0;0
1240;Placa de Video Gigabyte GeForce GTX 1050 D5 2GB GDDR5 128-bit, GV-N1050D5-2GD;0;0
1241;Placa de Video EVGA GeForce GTX 1070 8GB GDDR5 256-bit, 08G-P4-5170-KR;0;0
1242;Placa de Video Gigabyte GeForce GTX 1050 2GB GDDR5 WindForce OC 128-bit, GV-N1050WF2OC-2GD;0;0
1243;Placa de Video PowerColor Radeon RX 470 4GB GDDR5 Red Dragon 256-bit, AXRX 470 4GBD5-3DHDV2/OC;0;0
1244;Placa de Video PowerColor Radeon RX 480 8GB GDDR5 Red Dragon 256-bit, AXRX 480 8GBD5-3DHD;0;0
1245;Placa de Video Asus GeForce GTX 1050 DUAL 2GB GDDR5 128-bit, DUAL-GTX1050-2G;0;0
1246;Placa de Video Asus GeForce GTX 1050 Ti DUAL 4GB GDDR5 128Bit, DUAL-GTX1050TI-4G;0;0
1247;Placa de Video Gigabyte GeForce GTX 1050 Ti 4GB GDDR5 G1 Gaming OC 128-bit, GV-N105TG1 GAMING-4GD;0;0
1248;Placa de Video PCYES! Radeon RX 470 4GB GDDR5 128-bit, PRX47025604D5;0;0
1249;Placa de Video Galax GeForce GTX 1050 Ti 4GB GDDR5 OC 128-bit, 50IQH8DSN8OC;0;0
1250;Placa de Video Gigabyte GeForce GTX 1050 Ti 4GB GDDR5 OC 128-bit, GV-N105TOC-4GD;0;0
1251;Placa de Video Gigabyte GeForce GTX 1050 Ti 4GB GDDR5 128-bit, GV-N105TD5-4GD;0;0
1252;Placa de Video XFX Radeon RX 480 RS 4GB GDDR5 256-bit, RX-480P4JFC6;0;0
1253;Placa de Video XFX Radeon RX 480 RS 4GB GDDR5 256-bit, RX-480P4LFB6;0;0
1254;Placa de Video PNY Quadro K420 2GB GDDR3 128-bit, VCQK420-2GB-PORPB;0;0
1255;Placa de Video Zotac GeForce GTX 1050 2GB GDDR5 Mini 128-bit, ZT-P10500A-10L;0;0
1256;Placa de Video Zotac GeForce GTX 1050 Ti 4GB GDDR5 OC 128-bit, ZT-P10510B-10L;0;0
1257;Placa de Video Galax GeForce GTX 1070 8GB GDDR5 EXOC Sniper White 256-bit, 70NSH6DHN1WS;0;0
1258;Placa de Video EVGA GeForce GTX 1050 Ti 4GB GDDR5 SC 128-bit, 04G-P4-6253-KR;0;0
1259;Placa de Video Gigabyte GeForce GTX 1060 3GB GDDR5 G1 Gaming 192-bit, GV-N1060G1 GAMING-3GD;0;0
1260;Placa de Video Asus Radeon RX 480 OC 8GB GDDR5 ROG Strix 256-bit, STRIX-RX480-O8G-GAMING;0;0
1261;Placa de Video Gigabyte GeForce GTX 1070 8GB GDDR5 Mini ITX OC 256-bit, GV-N1070IXOC-8GD;0;0
1262;Placa de Video Gigabyte GeForce GTX 1060 3GB GDDR5 Mini ITX OC 192-bit, GV-N1060IXOC-3GD;0;0
1263;Placa de Video Gigabyte GeForce GTX 1060 6GB GDDR5 Mini ITX OC 192-bit, GV-N1060IXOC-6GD;0;0
1264;Placa de Video Gigabyte Radeon RX 480 8GB GDDR5 G1 Gaming OC 256-bit, GV-RX480G1-GAMING-8GD;0;0
1265;Placa de Video Gigabyte Radeon RX 480 4GB GDDR5 G1 Gaming OC 256-bit, GV-RX480G1-GAMING-4GD;0;0
1266;Placa de Video Gigabyte Radeon RX 470 4GB GDDR5 G1 Gaming OC 256-bit, GV-RX470G1-GAMING-4GD;0;0
1267;Placa de Video Gigabyte Radeon RX 460 4GB GDDR5 WindForce OC 128-bit, GV-RX460WF2OC-4GD;0;0
1268;Placa de Video Zotac GeForce GTX 1050 Ti 4GB GDDR5 128-bit, ZT-P10510A-10L;0;0
1269;Placa de Video EVGA GeForce GTX 1060 6GB GDDR5 SSC DT 192-bit, 06G-P4-6265-KR;0;0
1270;Placa de Video EVGA GeForce GTX 1060 6GB GDDR5 192-bit, 06G-P4-6262-KR;0;0
1271;Placa de Video PNY GeForce GTX 750 Ti 2GB GDDR5 XLR8 128-bit, VCGGTX750T2XPB-PORT;0;0
1272;Placa de Video Galax GeForce GTX 1080 8GB GDDR5X EXOC Sniper White 256-bit, 80NSJ6DHN1WS;0;0
1273;Placa de Video Asus GeForce GTX 1070 DUAL 8GB OC, DUAL-GTX1070-O8G;0;0
1274;Placa de Video Gigabyte GeForce GTX 1070 8GB GDDR5 WindForce OC 256-bit, GV-N1070WF2OC-8GD;0;0
1275;Placa de Vídeo MSI RADEON RX 480 ARMOR 4G OC GDDR5 256Bit;0;0
1276;Placa de Video PNY GeForce GTX 1060 3GB GDDR5 192-bit, VCGGTX10603PB;0;0
1277;Placa de Video Zotac GeForce GT 730 4GB DDR3 Synergy 128-bit, ZT-71109-10L;0;0
1278;Placa de Video XFX Radeon RX 480 8GB GDDR5 GTR OC 256-bit, RX-480P8DFA6;0;0
1279;Placa de Video XFX Radeon RX 460 4GB GDDR5 OC 128-bit, RX-460P4DFG5;0;0
1280;Placa de Video XFX Radeon RX 480 8GB GDDR5 GTR OC Black Edt 256-bit, RX-480P8DBA6;0;0
1281;Placa de Video XFX Radeon RX 480 RS 8GB GDDR5 OC 256-bit, RX-480P8LFB6;0;0
1282;Placa de Video XFX Radeon RX 470 RS 4GB GDDR5 OC 256-bit, RX-470P4LFB6;0;0
1283;Placa de Video XFX Radeon RX 460 4GB GDDR5 128-bit, RX-460P4SFG5;0;0
1284;Placa de Video XFX Radeon RX 460 2GB GDDR5 OC 128-bit, RX-460P2DFG5;0;0
1285;Placa de Video Zotac GeForce GTX 1070 8GB GDDR5 Mini 256-bit, ZT-P10700G-10M;0;0
1286;Placa de Video Galax GeForce GTX 1060 3GB GDDR5 EXOC 192-bit, 60NNH7DVM6O3;0;0
1287;Placa de Video PNY Quadro K1200 4GB DDR5 128-bit, VCQK1200DVI-PORPB;0;0
1288;Placa de Video PNY Quadro K600 1GB DDR3 128-bit, VCQK600-PORPB;0;0
1289;Placa de Video EVGA GeForce GTX 1060 3GB GDDR5 192-bit, 03G-P4-6160-KR;0;0
1290;Placa de Video PNY GeForce GTX 1070 8GB GDDR5 OC XLR8 256-bit, VCGGTX10708XGPB-OC;0;0
1291;Placa de Video PNY GeForce GTX 1080 8GB GDDR5X OC XLR8 256-bit, VCGGTX10808XGPB-OC;0;0
1292;Placa de Vídeo MSI Geforce GTX 1070 8G Founders Edition GDDR5 256Bit;0;0
1293;Placa de Vídeo MSI Geforce GTX 1080 ARMOR 8G GDDR5X 256Bit;0;0
1294;Placa de Video Galax GeForce GTX 1060 3GB GDDR5 OC 192-bit, 60NNH7DSL9C3;0;0
1295;Placa de Video Galax GeForce GTX 1070 8GB GDDR5 EX 256-bit, 70NSH6DHL4XE;0;0
1296;Placa de Video Galax GeForce GTX 1060 6GB GDDR5 EXOC White 192-bit, 60NRH7DVM3VW;0;0
1297;Placa de Video Asus GeForce GTX 1060 6GB GDDR5 ROG Strix 192-bit, STRIX-GTX1060-6G-GAMING;0;0
1298;Placa de Video Asus GeForce GTX 1080 8GB GDDR5X ROG Strix 256-bit, STRIX-GTX1080-A8G-GAMING;0;0
1299;Placa de Video MSI GeForce GTX 1060 3G OCV1 GDDR5 192Bit;0;0
1300;Placa de Vídeo MSI Geforce GTX 1060 ARMOR 6G OCV1 GDDR5 192Bit;0;0
1301;Placa de Video MSI GeForce GTX 1060 3GT OC GDDR5 192Bit;0;0
1302;Placa de Vídeo MSI Geforce GTX 1060 ARMOR 3G OCV1 GDDR5 192Bit;0;0
1303;Placa de Video EVGA GeForce GTX 1080 8GB GDDR5X SC 256-bit, 08G-P4-5182-KR;0;0
1304;Placa de Video XFX Radeon RX 460 2GB GDDR5 OC 128-bit, RX-460P2SFG5;0;0
1305;Placa de Video Asus Radeon RX 480 8GB GDDR5 256-bit, RX480-8G;0;0
1306;Placa de Video Asus Radeon RX 470 OC 4GB GDDR5 ROG Strix 256-bit, STRIX-RX470-O4G-GAMING;0;0
1307;Placa de Video XFX Radeon RX 470 4GB GDDR5 OC 256-bit, RX-470P4SFD5;0;0
1308;Placa de Video Asus GeForce GTX 1060 DUAL OC 3GB GDDR5 198-bit, DUAL-GTX1060-O3G;0;0
1309;Placa de Video XFX Radeon RX 470 RS 4GB GDDR5 OC Black Edition 256-bit, RX-470P4LDB6;0;0
1310;Placa de Video EVGA GeForce GTX 1080 8GB GDDR5X Classified DT 256-bit, 08G-P4-6384-KR;0;0
1311;Placa de Video EVGA GeForce GTX 950 2GB GDDR5 REF 128-bit, 02G-P4-0954-KR;0;0
1312;Placa de Video EVGA GeForce GTX 1070 8GB GDDR5 SC Black Edition 256-bit, 08G-P4-5173-KR;0;0
1313;Placa de Video EVGA GeForce GTX 1060 3GB GDDR5 FTW+ 192-bit, 03G-P4-6367-KR;0;0
1314;Placa de Video EVGA GeForce GTX 1060 6GB GDDR5 FTW+ 192-bit, 06G-P4-6368-KR;0;0
1315;Placa de Video EVGA GeForce GTX 1060 6GB GDDR5 FTW+ DT 192-bit, 06G-P4-6366-KR;0;0
1316;Placa de Video EVGA GeForce GTX 1060 3GB GDDR5 192-bit, 03G-P4-5160-KR;0;0
1317;Placa de Video EVGA GeForce GTX 1060 3GB GDDR5 SC 192-bit, 03G-P4-6162-KR;0;0
1318;Placa de Video MSI RADEON RX 470 GAMING X 4G;0;0
1319;Placa de Video Sapphire Radeon RX 470 4GB GDDR5 Nitro+ OC 256-bit, 11256-01-20G;0;0
1320;Placa de Video Asus GeForce GTX 1070 DUAL OC 8GB, DUAL- GTX1070-O8G;0;0
1321;Placa de Video Asus GeForce GTX 1070 DUAL 8GB GDDR5 256-bit, DUAL-GTX1070-8G;0;0
1322;Placa de Video Asus Radeon RX 460 OC 4GB GDDR5 ROG Strix 128-bit, STRIX-RX460-O4G-GAMING;0;0
1323;Placa de Video Gigabyte Radeon RX 480 8GB GDDR5 256-bit, GV-RX480D5-8GD-B;0;0
